,date,rd_link_cd,signgu_cd,signgu_nm,adstrd_cd,adstrd_nm,dayweek_cd,agrde_cd,tmzon_cd,flpop_co
9434042,201612,32625,11290,己合备,11290630,沥釜2悼,1,30,2,2.3065
9434049,201612,32625,11290,己合备,11290630,沥釜2悼,1,40,2,4.836
9434056,201612,32625,11290,己合备,11290630,沥釜2悼,1,50,2,4.055
9434063,201612,32625,11290,己合备,11290630,沥釜2悼,1,60,2,3.37275
9434070,201612,32625,11290,己合备,11290630,沥釜2悼,2,0,2,6.430625
9434091,201612,32625,11290,己合备,11290630,沥釜2悼,2,30,2,0.84375
9434098,201612,32625,11290,己合备,11290630,沥釜2悼,2,40,2,1.935625
9434105,201612,32625,11290,己合备,11290630,沥釜2悼,2,50,2,2.168125
9434112,201612,32625,11290,己合备,11290630,沥釜2悼,2,60,2,1.483125
9434217,201612,32628,11290,己合备,11290630,沥釜2悼,1,0,2,33.532
9434224,201612,32628,11290,己合备,11290630,沥釜2悼,1,10,2,0.88
9434238,201612,32628,11290,己合备,11290630,沥釜2悼,1,30,2,5.937
9434245,201612,32628,11290,己合备,11290630,沥釜2悼,1,40,2,9.665
9434252,201612,32628,11290,己合备,11290630,沥釜2悼,1,50,2,8.415
9434259,201612,32628,11290,己合备,11290630,沥釜2悼,1,60,2,8.635
9434266,201612,32628,11290,己合备,11290630,沥釜2悼,2,0,2,18.1125
9434287,201612,32628,11290,己合备,11290630,沥釜2悼,2,30,2,3.0075
9434294,201612,32628,11290,己合备,11290630,沥釜2悼,2,40,2,4.7925
9434301,201612,32628,11290,己合备,11290630,沥釜2悼,2,50,2,6.04125
9434308,201612,32628,11290,己合备,11290630,沥釜2悼,2,60,2,4.27125
9434805,201612,32634,11290,己合备,11290630,沥釜2悼,1,0,2,42.43025
9434812,201612,32634,11290,己合备,11290630,沥釜2悼,1,10,2,2.365
9434819,201612,32634,11290,己合备,11290630,沥釜2悼,1,20,2,2.48325
9434826,201612,32634,11290,己合备,11290630,沥釜2悼,1,30,2,6.5065
9434833,201612,32634,11290,己合备,11290630,沥釜2悼,1,40,2,11.26425
9434840,201612,32634,11290,己合备,11290630,沥釜2悼,1,50,2,10.64825
9434847,201612,32634,11290,己合备,11290630,沥釜2悼,1,60,2,9.163
9434854,201612,32634,11290,己合备,11290630,沥釜2悼,2,0,2,21.035625
9434861,201612,32634,11290,己合备,11290630,沥釜2悼,2,10,2,0.90375
9434868,201612,32634,11290,己合备,11290630,沥釜2悼,2,20,2,1.5025
9434875,201612,32634,11290,己合备,11290630,沥釜2悼,2,30,2,3.0075
9434882,201612,32634,11290,己合备,11290630,沥釜2悼,2,40,2,4.61375
9434889,201612,32634,11290,己合备,11290630,沥釜2悼,2,50,2,5.48
9434896,201612,32634,11290,己合备,11290630,沥釜2悼,2,60,2,5.528125
9435785,201612,32645,11290,己合备,11290630,沥釜2悼,1,0,2,13.137
9435792,201612,32645,11290,己合备,11290630,沥釜2悼,1,10,2,0.074
9435806,201612,32645,11290,己合备,11290630,沥釜2悼,1,30,2,1.758
9435813,201612,32645,11290,己合备,11290630,沥釜2悼,1,40,2,4.4175
9435820,201612,32645,11290,己合备,11290630,沥釜2悼,1,50,2,4.0655
9435827,201612,32645,11290,己合备,11290630,沥釜2悼,1,60,2,2.822
9435834,201612,32645,11290,己合备,11290630,沥釜2悼,2,0,2,4.515
9435855,201612,32645,11290,己合备,11290630,沥釜2悼,2,30,2,0.40375
9435862,201612,32645,11290,己合备,11290630,沥釜2悼,2,40,2,1.445
9435869,201612,32645,11290,己合备,11290630,沥釜2悼,2,50,2,1.62625
9435876,201612,32645,11290,己合备,11290630,沥釜2悼,2,60,2,1.04
9435883,201612,32646,11290,己合备,11290630,沥釜2悼,1,0,2,12.136
9435890,201612,32646,11290,己合备,11290630,沥釜2悼,1,10,2,0.064
9435904,201612,32646,11290,己合备,11290630,沥釜2悼,1,30,2,1.653
9435911,201612,32646,11290,己合备,11290630,沥釜2悼,1,40,2,4.222
9435918,201612,32646,11290,己合备,11290630,沥釜2悼,1,50,2,3.686
9435925,201612,32646,11290,己合备,11290630,沥釜2悼,1,60,2,2.511
9435932,201612,32646,11290,己合备,11290630,沥釜2悼,2,0,2,4.1425
9435953,201612,32646,11290,己合备,11290630,沥釜2悼,2,30,2,0.39
9435960,201612,32646,11290,己合备,11290630,沥釜2悼,2,40,2,1.33
9435967,201612,32646,11290,己合备,11290630,沥釜2悼,2,50,2,1.485
9435974,201612,32646,11290,己合备,11290630,沥釜2悼,2,60,2,0.9375
9439901,201612,32687,11290,己合备,11290630,沥釜2悼,1,0,2,18.724
9439908,201612,32687,11290,己合备,11290630,沥釜2悼,1,10,2,0.455
9439922,201612,32687,11290,己合备,11290630,沥釜2悼,1,30,2,3.354
9439929,201612,32687,11290,己合备,11290630,沥釜2悼,1,40,2,5.847
9439936,201612,32687,11290,己合备,11290630,沥釜2悼,1,50,2,4.58
9439943,201612,32687,11290,己合备,11290630,沥釜2悼,1,60,2,4.488
9439950,201612,32687,11290,己合备,11290630,沥釜2悼,2,0,2,9.695
9439971,201612,32687,11290,己合备,11290630,沥釜2悼,2,30,2,1.675
9439978,201612,32687,11290,己合备,11290630,沥釜2悼,2,40,2,2.5625
9439985,201612,32687,11290,己合备,11290630,沥釜2悼,2,50,2,3.2275
9439992,201612,32687,11290,己合备,11290630,沥釜2悼,2,60,2,2.23
9439999,201612,32688,11290,己合备,11290630,沥釜2悼,1,0,2,40.212666
9440006,201612,32688,11290,己合备,11290630,沥釜2悼,1,10,2,0.92333335
9440020,201612,32688,11290,己合备,11290630,沥釜2悼,1,30,2,7.21
9440027,201612,32688,11290,己合备,11290630,沥釜2悼,1,40,2,12.111333
9440034,201612,32688,11290,己合备,11290630,沥釜2悼,1,50,2,10.354667
9440041,201612,32688,11290,己合备,11290630,沥釜2悼,1,60,2,9.613334
9440048,201612,32688,11290,己合备,11290630,沥釜2悼,2,0,2,18.337084
9440069,201612,32688,11290,己合备,11290630,沥釜2悼,2,30,2,3.1741667
9440076,201612,32688,11290,己合备,11290630,沥釜2悼,2,40,2,4.8533335
9440083,201612,32688,11290,己合备,11290630,沥釜2悼,2,50,2,6.0979166
9440090,201612,32688,11290,己合备,11290630,沥釜2悼,2,60,2,4.2116666
9440587,201612,32693,11290,己合备,11290630,沥釜2悼,1,0,2,18.666
9440594,201612,32693,11290,己合备,11290630,沥釜2悼,1,10,2,0.408
9440608,201612,32693,11290,己合备,11290630,沥釜2悼,1,30,2,3.162
9440615,201612,32693,11290,己合备,11290630,沥釜2悼,1,40,2,5.746
9440622,201612,32693,11290,己合备,11290630,沥釜2悼,1,50,2,4.794
9440629,201612,32693,11290,己合备,11290630,沥釜2悼,1,60,2,4.556
9440636,201612,32693,11290,己合备,11290630,沥釜2悼,2,0,2,9.285
9440657,201612,32693,11290,己合备,11290630,沥釜2悼,2,30,2,1.425
9440664,201612,32693,11290,己合备,11290630,沥釜2悼,2,40,2,2.5925
9440671,201612,32693,11290,己合备,11290630,沥釜2悼,2,50,2,3.0925
9440678,201612,32693,11290,己合备,11290630,沥釜2悼,2,60,2,2.175
9443821,201612,32727,11290,己合备,11290630,沥釜2悼,1,0,2,18.724
9443828,201612,32727,11290,己合备,11290630,沥釜2悼,1,10,2,0.455
9443842,201612,32727,11290,己合备,11290630,沥釜2悼,1,30,2,3.354
9443849,201612,32727,11290,己合备,11290630,沥釜2悼,1,40,2,5.847
9443856,201612,32727,11290,己合备,11290630,沥釜2悼,1,50,2,4.58
9443863,201612,32727,11290,己合备,11290630,沥釜2悼,1,60,2,4.488
9443870,201612,32727,11290,己合备,11290630,沥釜2悼,2,0,2,9.695
9443891,201612,32727,11290,己合备,11290630,沥釜2悼,2,30,2,1.675
9443898,201612,32727,11290,己合备,11290630,沥釜2悼,2,40,2,2.5625
9443905,201612,32727,11290,己合备,11290630,沥釜2悼,2,50,2,3.2275
9443912,201612,32727,11290,己合备,11290630,沥釜2悼,2,60,2,2.23
9444115,201612,32730,11290,己合备,11290630,沥釜2悼,1,0,2,102.869
9444122,201612,32730,11290,己合备,11290630,沥釜2悼,1,10,2,8.905
9444129,201612,32730,11290,己合备,11290630,沥釜2悼,1,20,2,10.577
9444136,201612,32730,11290,己合备,11290630,沥釜2悼,1,30,2,16.589
9444143,201612,32730,11290,己合备,11290630,沥釜2悼,1,40,2,24.603
9444150,201612,32730,11290,己合备,11290630,沥釜2悼,1,50,2,20.819
9444157,201612,32730,11290,己合备,11290630,沥釜2悼,1,60,2,21.376
9444164,201612,32730,11290,己合备,11290630,沥釜2悼,2,0,2,53.2275
9444171,201612,32730,11290,己合备,11290630,沥釜2悼,2,10,2,3.03
9444178,201612,32730,11290,己合备,11290630,沥釜2悼,2,20,2,5.55
9444185,201612,32730,11290,己合备,11290630,沥釜2悼,2,30,2,8.0775
9444192,201612,32730,11290,己合备,11290630,沥釜2悼,2,40,2,11.61
9444199,201612,32730,11290,己合备,11290630,沥釜2悼,2,50,2,11.85
9444206,201612,32730,11290,己合备,11290630,沥釜2悼,2,60,2,13.11
9444213,201612,32731,11290,己合备,11290630,沥釜2悼,1,0,2,119.31238
9444220,201612,32731,11290,己合备,11290630,沥釜2悼,1,10,2,10.6495
9444227,201612,32731,11290,己合备,11290630,沥釜2悼,1,20,2,12.675
9444234,201612,32731,11290,己合备,11290630,沥釜2悼,1,30,2,19.84575
9444241,201612,32731,11290,己合备,11290630,沥釜2悼,1,40,2,28.128876
9444248,201612,32731,11290,己合备,11290630,沥釜2悼,1,50,2,23.798
9444255,201612,32731,11290,己合备,11290630,沥釜2悼,1,60,2,24.21525
9444262,201612,32731,11290,己合备,11290630,沥釜2悼,2,0,2,62.215313
9444269,201612,32731,11290,己合备,11290630,沥釜2悼,2,10,2,3.0234375
9444276,201612,32731,11290,己合备,11290630,沥釜2悼,2,20,2,6.22375
9444283,201612,32731,11290,己合备,11290630,沥釜2悼,2,30,2,10.030313
9444290,201612,32731,11290,己合备,11290630,沥釜2悼,2,40,2,13.9765625
9444297,201612,32731,11290,己合备,11290630,沥釜2悼,2,50,2,14.3075
9444304,201612,32731,11290,己合备,11290630,沥釜2悼,2,60,2,14.65375
9444311,201612,32732,11290,己合备,11290630,沥釜2悼,1,0,2,18.666
9444318,201612,32732,11290,己合备,11290630,沥釜2悼,1,10,2,0.408
9444332,201612,32732,11290,己合备,11290630,沥釜2悼,1,30,2,3.162
9444339,201612,32732,11290,己合备,11290630,沥釜2悼,1,40,2,5.746
9444346,201612,32732,11290,己合备,11290630,沥釜2悼,1,50,2,4.794
9444353,201612,32732,11290,己合备,11290630,沥釜2悼,1,60,2,4.556
9444360,201612,32732,11290,己合备,11290630,沥釜2悼,2,0,2,9.285
9444381,201612,32732,11290,己合备,11290630,沥釜2悼,2,30,2,1.425
9444388,201612,32732,11290,己合备,11290630,沥釜2悼,2,40,2,2.5925
9444395,201612,32732,11290,己合备,11290630,沥釜2悼,2,50,2,3.0925
9444402,201612,32732,11290,己合备,11290630,沥釜2悼,2,60,2,2.175
9444409,201612,32734,11290,己合备,11290630,沥釜2悼,1,0,2,13.04
9444416,201612,32734,11290,己合备,11290630,沥釜2悼,1,10,2,0.084
9444430,201612,32734,11290,己合备,11290630,沥釜2悼,1,30,2,1.779
9444437,201612,32734,11290,己合备,11290630,沥釜2悼,1,40,2,4.361
9444444,201612,32734,11290,己合备,11290630,沥釜2悼,1,50,2,3.853
9444451,201612,32734,11290,己合备,11290630,沥釜2悼,1,60,2,2.963
9444458,201612,32734,11290,己合备,11290630,沥釜2悼,2,0,2,4.7825
9444479,201612,32734,11290,己合备,11290630,沥釜2悼,2,30,2,0.4175
9444486,201612,32734,11290,己合备,11290630,沥釜2悼,2,40,2,1.455
9444493,201612,32734,11290,己合备,11290630,沥釜2悼,2,50,2,1.7675
9444500,201612,32734,11290,己合备,11290630,沥釜2悼,2,60,2,1.1425
9444507,201612,32735,11290,己合备,11290630,沥釜2悼,1,0,2,16.685
9444514,201612,32735,11290,己合备,11290630,沥釜2悼,1,10,2,0.317
9444528,201612,32735,11290,己合备,11290630,沥釜2悼,1,30,2,2.72
9444535,201612,32735,11290,己合备,11290630,沥釜2悼,1,40,2,5.304
9444542,201612,32735,11290,己合备,11290630,沥釜2悼,1,50,2,4.355
9444549,201612,32735,11290,己合备,11290630,沥釜2悼,1,60,2,3.989
9444556,201612,32735,11290,己合备,11290630,沥釜2悼,2,0,2,7.9175
9444577,201612,32735,11290,己合备,11290630,沥釜2悼,2,30,2,1.115
9444584,201612,32735,11290,己合备,11290630,沥釜2悼,2,40,2,2.2325
9444591,201612,32735,11290,己合备,11290630,沥釜2悼,2,50,2,2.675
9444598,201612,32735,11290,己合备,11290630,沥釜2悼,2,60,2,1.895
9446173,201612,32752,11290,己合备,11290630,沥釜2悼,1,0,2,118.85934
9446180,201612,32752,11290,己合备,11290630,沥釜2悼,1,10,2,10.486
9446187,201612,32752,11290,己合备,11290630,沥釜2悼,1,20,2,12.268
9446194,201612,32752,11290,己合备,11290630,沥釜2悼,1,30,2,20.783
9446201,201612,32752,11290,己合备,11290630,沥釜2悼,1,40,2,28.448334
9446208,201612,32752,11290,己合备,11290630,沥釜2悼,1,50,2,23.827
9446215,201612,32752,11290,己合备,11290630,沥釜2悼,1,60,2,23.047
9446222,201612,32752,11290,己合备,11290630,沥釜2悼,2,0,2,61.930832
9446229,201612,32752,11290,己合备,11290630,沥釜2悼,2,10,2,2.235
9446236,201612,32752,11290,己合备,11290630,沥釜2悼,2,20,2,5.4341664
9446243,201612,32752,11290,己合备,11290630,沥釜2悼,2,30,2,10.849167
9446250,201612,32752,11290,己合备,11290630,沥釜2悼,2,40,2,14.751667
9446257,201612,32752,11290,己合备,11290630,沥釜2悼,2,50,2,15.069167
9446264,201612,32752,11290,己合备,11290630,沥釜2悼,2,60,2,13.591666
9446271,201612,32753,11290,己合备,11290630,沥釜2悼,1,0,2,78.70817
9446278,201612,32753,11290,己合备,11290630,沥釜2悼,1,10,2,5.7095
9446285,201612,32753,11290,己合备,11290630,沥釜2悼,1,20,2,6.574167
9446292,201612,32753,11290,己合备,11290630,沥釜2悼,1,30,2,13.697166
9446299,201612,32753,11290,己合备,11290630,沥釜2悼,1,40,2,20.083
9446306,201612,32753,11290,己合备,11290630,沥釜2悼,1,50,2,17.547167
9446313,201612,32753,11290,己合备,11290630,沥釜2悼,1,60,2,15.097167
9446320,201612,32753,11290,己合备,11290630,沥釜2悼,2,0,2,38.985832
9446327,201612,32753,11290,己合备,11290630,沥釜2悼,2,10,2,1.08625
9446334,201612,32753,11290,己合备,11290630,沥釜2悼,2,20,2,2.89125
9446341,201612,32753,11290,己合备,11290630,沥釜2悼,2,30,2,6.70875
9446348,201612,32753,11290,己合备,11290630,沥釜2悼,2,40,2,9.45625
9446355,201612,32753,11290,己合备,11290630,沥釜2悼,2,50,2,10.064167
9446362,201612,32753,11290,己合备,11290630,沥釜2悼,2,60,2,8.779166
9448035,201612,32772,11290,己合备,11290630,沥釜2悼,1,0,2,74.983
9448042,201612,32772,11290,己合备,11290630,沥釜2悼,1,10,2,5.845
9448049,201612,32772,11290,己合备,11290630,沥釜2悼,1,20,2,6.346
9448056,201612,32772,11290,己合备,11290630,沥釜2悼,1,30,2,12.358
9448063,201612,32772,11290,己合备,11290630,沥釜2悼,1,40,2,19.205
9448070,201612,32772,11290,己合备,11290630,沥釜2悼,1,50,2,15.698
9448077,201612,32772,11290,己合备,11290630,沥釜2悼,1,60,2,15.531
9448084,201612,32772,11290,己合备,11290630,沥釜2悼,2,0,2,39.7525
9448091,201612,32772,11290,己合备,11290630,沥釜2悼,2,10,2,2.275
9448098,201612,32772,11290,己合备,11290630,沥釜2悼,2,20,2,3.41
9448105,201612,32772,11290,己合备,11290630,沥釜2悼,2,30,2,6.065
9448112,201612,32772,11290,己合备,11290630,沥釜2悼,2,40,2,9.09
9448119,201612,32772,11290,己合备,11290630,沥釜2悼,2,50,2,9.08
9448126,201612,32772,11290,己合备,11290630,沥釜2悼,2,60,2,9.8325
9448525,201612,32777,11290,己合备,11290630,沥釜2悼,1,0,2,0.056285713
9448553,201612,32777,11290,己合备,11290630,沥釜2悼,1,40,2,0.028142856
9448560,201612,32777,11290,己合备,11290630,沥釜2悼,1,50,2,0.028142856
9452249,201612,32816,11290,己合备,11290630,沥釜2悼,1,0,2,13.04
9452256,201612,32816,11290,己合备,11290630,沥釜2悼,1,10,2,0.084
9452270,201612,32816,11290,己合备,11290630,沥釜2悼,1,30,2,1.779
9452277,201612,32816,11290,己合备,11290630,沥釜2悼,1,40,2,4.361
9452284,201612,32816,11290,己合备,11290630,沥釜2悼,1,50,2,3.853
9452291,201612,32816,11290,己合备,11290630,沥釜2悼,1,60,2,2.963
9452298,201612,32816,11290,己合备,11290630,沥釜2悼,2,0,2,4.7825
9452319,201612,32816,11290,己合备,11290630,沥釜2悼,2,30,2,0.4175
9452326,201612,32816,11290,己合备,11290630,沥釜2悼,2,40,2,1.455
9452333,201612,32816,11290,己合备,11290630,沥釜2悼,2,50,2,1.7675
9452340,201612,32816,11290,己合备,11290630,沥釜2悼,2,60,2,1.1425
9452347,201612,32817,11290,己合备,11290630,沥釜2悼,1,0,2,16.685
9452354,201612,32817,11290,己合备,11290630,沥釜2悼,1,10,2,0.317
9452368,201612,32817,11290,己合备,11290630,沥釜2悼,1,30,2,2.72
9452375,201612,32817,11290,己合备,11290630,沥釜2悼,1,40,2,5.304
9452382,201612,32817,11290,己合备,11290630,沥釜2悼,1,50,2,4.355
9452389,201612,32817,11290,己合备,11290630,沥釜2悼,1,60,2,3.989
9452396,201612,32817,11290,己合备,11290630,沥釜2悼,2,0,2,7.9175
9452417,201612,32817,11290,己合备,11290630,沥釜2悼,2,30,2,1.115
9452424,201612,32817,11290,己合备,11290630,沥釜2悼,2,40,2,2.2325
9452431,201612,32817,11290,己合备,11290630,沥釜2悼,2,50,2,2.675
9452438,201612,32817,11290,己合备,11290630,沥釜2悼,2,60,2,1.895
9452641,201612,32820,11290,己合备,11290630,沥釜2悼,1,0,2,39.284
9452648,201612,32820,11290,己合备,11290630,沥釜2悼,1,10,2,0.69875
9452662,201612,32820,11290,己合备,11290630,沥釜2悼,1,30,2,6.95275
9452669,201612,32820,11290,己合备,11290630,沥釜2悼,1,40,2,12.4515
9452676,201612,32820,11290,己合备,11290630,沥釜2悼,1,50,2,10.5815
9452683,201612,32820,11290,己合备,11290630,沥釜2悼,1,60,2,8.5995
9452690,201612,32820,11290,己合备,11290630,沥釜2悼,2,0,2,15.58875
9452711,201612,32820,11290,己合备,11290630,沥釜2悼,2,30,2,2.669375
9452718,201612,32820,11290,己合备,11290630,沥釜2悼,2,40,2,4.125
9452725,201612,32820,11290,己合备,11290630,沥釜2悼,2,50,2,5.249375
9452732,201612,32820,11290,己合备,11290630,沥釜2悼,2,60,2,3.545
9452739,201612,32821,11290,己合备,11290630,沥釜2悼,1,0,2,70.123
9452746,201612,32821,11290,己合备,11290630,沥釜2悼,1,10,2,4.466
9452753,201612,32821,11290,己合备,11290630,沥釜2悼,1,20,2,4.244
9452760,201612,32821,11290,己合备,11290630,沥釜2悼,1,30,2,12.728
9452767,201612,32821,11290,己合备,11290630,沥釜2悼,1,40,2,18.647
9452774,201612,32821,11290,己合备,11290630,沥釜2悼,1,50,2,16.079
9452781,201612,32821,11290,己合备,11290630,沥釜2悼,1,60,2,13.959
9452788,201612,32821,11290,己合备,11290630,沥釜2悼,2,0,2,36.89
9452795,201612,32821,11290,己合备,11290630,沥釜2悼,2,10,2,1.515
9452802,201612,32821,11290,己合备,11290630,沥釜2悼,2,20,2,2.275
9452809,201612,32821,11290,己合备,11290630,沥釜2悼,2,30,2,5.825
9452816,201612,32821,11290,己合备,11290630,沥釜2悼,2,40,2,9.5975
9452823,201612,32821,11290,己合备,11290630,沥釜2悼,2,50,2,9.5975
9452830,201612,32821,11290,己合备,11290630,沥釜2悼,2,60,2,8.08
9453621,201612,32834,11290,己合备,11290630,沥釜2悼,1,0,2,13.8
9453628,201612,32834,11290,己合备,11290630,沥釜2悼,1,10,2,0.375
9453635,201612,32834,11290,己合备,11290630,沥釜2悼,1,20,2,0.075
9453642,201612,32834,11290,己合备,11290630,沥釜2悼,1,30,2,3.225
9453649,201612,32834,11290,己合备,11290630,沥釜2悼,1,40,2,3.975
9453656,201612,32834,11290,己合备,11290630,沥釜2悼,1,50,2,3.75
9453663,201612,32834,11290,己合备,11290630,沥釜2悼,1,60,2,2.4
9453670,201612,32834,11290,己合备,11290630,沥釜2悼,2,0,2,7.24
9453691,201612,32834,11290,己合备,11290630,沥釜2悼,2,30,2,1.6675
9453698,201612,32834,11290,己合备,11290630,沥釜2悼,2,40,2,2.23
9453705,201612,32834,11290,己合备,11290630,沥釜2悼,2,50,2,2.2275
9453712,201612,32834,11290,己合备,11290630,沥釜2悼,2,60,2,1.115
9458717,201612,32891,11290,己合备,11290630,沥釜2悼,1,0,2,48.063
9458724,201612,32891,11290,己合备,11290630,沥釜2悼,1,10,2,1.11
9458738,201612,32891,11290,己合备,11290630,沥釜2悼,1,30,2,9.435
9458745,201612,32891,11290,己合备,11290630,沥釜2悼,1,40,2,14.541
9458752,201612,32891,11290,己合备,11290630,沥釜2悼,1,50,2,12.987
9458759,201612,32891,11290,己合备,11290630,沥釜2悼,1,60,2,9.99
9458766,201612,32891,11290,己合备,11290630,沥釜2悼,2,0,2,22.1275
9458787,201612,32891,11290,己合备,11290630,沥釜2悼,2,30,2,3.785
9458794,201612,32891,11290,己合备,11290630,沥釜2悼,2,40,2,6.5325
9458801,201612,32891,11290,己合备,11290630,沥釜2悼,2,50,2,7.535
9458808,201612,32891,11290,己合备,11290630,沥釜2悼,2,60,2,4.275
9462735,201612,32933,11290,己合备,11290630,沥釜2悼,1,0,2,39.407288
9462742,201612,32933,11290,己合备,11290630,沥釜2悼,1,10,2,2.0927143
9462749,201612,32933,11290,己合备,11290630,沥釜2悼,1,20,2,1.8672857
9462756,201612,32933,11290,己合备,11290630,沥釜2悼,1,30,2,7.089857
9462763,201612,32933,11290,己合备,11290630,沥釜2悼,1,40,2,10.584286
9462770,201612,32933,11290,己合备,11290630,沥釜2悼,1,50,2,9.190143
9462777,201612,32933,11290,己合备,11290630,沥釜2悼,1,60,2,8.583
9462784,201612,32933,11290,己合备,11290630,沥釜2悼,2,0,2,19.330357
9462791,201612,32933,11290,己合备,11290630,沥釜2悼,2,10,2,0.19785714
9462798,201612,32933,11290,己合备,11290630,沥釜2悼,2,20,2,0.97821426
9462805,201612,32933,11290,己合备,11290630,沥釜2悼,2,30,2,3.1325
9462812,201612,32933,11290,己合备,11290630,沥釜2悼,2,40,2,4.9085712
9462819,201612,32933,11290,己合备,11290630,沥釜2悼,2,50,2,5.794286
9462826,201612,32933,11290,己合备,11290630,沥釜2悼,2,60,2,4.3189287
9465283,201612,32961,11290,己合备,11290630,沥釜2悼,1,0,2,12.756667
9465290,201612,32961,11290,己合备,11290630,沥釜2悼,1,10,2,0.11133333
9465304,201612,32961,11290,己合备,11290630,沥釜2悼,1,30,2,1.9258333
9465311,201612,32961,11290,己合备,11290630,沥釜2悼,1,40,2,4.350333
9465318,201612,32961,11290,己合备,11290630,沥釜2悼,1,50,2,3.7165
9465325,201612,32961,11290,己合备,11290630,沥釜2悼,1,60,2,2.6526666
9465332,201612,32961,11290,己合备,11290630,沥釜2悼,2,0,2,4.733333
9465353,201612,32961,11290,己合备,11290630,沥釜2悼,2,30,2,0.55916667
9465360,201612,32961,11290,己合备,11290630,沥釜2悼,2,40,2,1.4608333
9465367,201612,32961,11290,己合备,11290630,沥釜2悼,2,50,2,1.7079166
9465374,201612,32961,11290,己合备,11290630,沥釜2悼,2,60,2,1.0054166
9465381,201612,32962,11290,己合备,11290630,沥釜2悼,1,0,2,14.2762
9465388,201612,32962,11290,己合备,11290630,沥釜2悼,1,10,2,0.2712
9465402,201612,32962,11290,己合备,11290630,沥釜2悼,1,30,2,2.6712
9465409,201612,32962,11290,己合备,11290630,沥釜2悼,1,40,2,4.6402
9465416,201612,32962,11290,己合备,11290630,沥釜2悼,1,50,2,3.751
9465423,201612,32962,11290,己合备,11290630,沥釜2悼,1,60,2,2.9426
9465430,201612,32962,11290,己合备,11290630,沥釜2悼,2,0,2,6.5415
9465451,201612,32962,11290,己合备,11290630,沥釜2悼,2,30,2,1.091
9465458,201612,32962,11290,己合备,11290630,沥釜2悼,2,40,2,2.0245
9465465,201612,32962,11290,己合备,11290630,沥釜2悼,2,50,2,2.19
9465472,201612,32962,11290,己合备,11290630,沥釜2悼,2,60,2,1.236
9467537,201612,32983,11290,己合备,11290630,沥釜2悼,1,0,2,20.94
9467544,201612,32983,11290,己合备,11290630,沥釜2悼,1,10,2,0.6665
9467551,201612,32983,11290,己合备,11290630,沥釜2悼,1,20,2,0.8815
9467558,201612,32983,11290,己合备,11290630,沥釜2悼,1,30,2,4.2295
9467565,201612,32983,11290,己合备,11290630,沥釜2悼,1,40,2,5.598
9467572,201612,32983,11290,己合备,11290630,沥釜2悼,1,50,2,5.3815
9467579,201612,32983,11290,己合备,11290630,沥釜2悼,1,60,2,4.183
9467586,201612,32983,11290,己合备,11290630,沥釜2悼,2,0,2,12.15125
9467600,201612,32983,11290,己合备,11290630,沥釜2悼,2,20,2,0.325
9467607,201612,32983,11290,己合备,11290630,沥釜2悼,2,30,2,2.4125
9467614,201612,32983,11290,己合备,11290630,沥釜2悼,2,40,2,3.605
9467621,201612,32983,11290,己合备,11290630,沥釜2悼,2,50,2,3.44
9467628,201612,32983,11290,己合备,11290630,沥釜2悼,2,60,2,2.36875
9468419,201612,32991,11290,己合备,11290630,沥釜2悼,1,0,2,51.9095
9468426,201612,32991,11290,己合备,11290630,沥釜2悼,1,10,2,2.9975
9468433,201612,32991,11290,己合备,11290630,沥釜2悼,1,20,2,2.8015
9468440,201612,32991,11290,己合备,11290630,沥釜2悼,1,30,2,9.6395
9468447,201612,32991,11290,己合备,11290630,沥釜2悼,1,40,2,13.5455
9468454,201612,32991,11290,己合备,11290630,沥釜2悼,1,50,2,12.179
9468461,201612,32991,11290,己合备,11290630,沥釜2悼,1,60,2,10.7465
9468468,201612,32991,11290,己合备,11290630,沥釜2悼,2,0,2,25.66
9468475,201612,32991,11290,己合备,11290630,沥釜2悼,2,10,2,0.2975
9468482,201612,32991,11290,己合备,11290630,沥釜2悼,2,20,2,1.4675
9468489,201612,32991,11290,己合备,11290630,沥釜2悼,2,30,2,4.1175
9468496,201612,32991,11290,己合备,11290630,沥釜2悼,2,40,2,6.74
9468503,201612,32991,11290,己合备,11290630,沥釜2悼,2,50,2,7.6125
9468510,201612,32991,11290,己合备,11290630,沥釜2悼,2,60,2,5.425
9470575,201612,33013,11290,己合备,11290630,沥釜2悼,1,0,2,11.744269
9470582,201612,33013,11290,己合备,11290630,沥釜2悼,1,10,2,0.3726154
9470589,201612,33013,11290,己合备,11290630,沥釜2悼,1,20,2,0.2855
9470596,201612,33013,11290,己合备,11290630,沥釜2悼,1,30,2,1.3020769
9470603,201612,33013,11290,己合备,11290630,沥釜2悼,1,40,2,3.6083846
9470610,201612,33013,11290,己合备,11290630,沥釜2悼,1,50,2,3.6328077
9470617,201612,33013,11290,己合备,11290630,沥釜2悼,1,60,2,2.5428846
9470624,201612,33013,11290,己合备,11290630,沥釜2悼,2,0,2,4.2289424
9470631,201612,33013,11290,己合备,11290630,沥釜2悼,2,10,2,0.10288461
9470638,201612,33013,11290,己合备,11290630,沥釜2悼,2,20,2,0.17153846
9470645,201612,33013,11290,己合备,11290630,沥釜2悼,2,30,2,0.4648077
9470652,201612,33013,11290,己合备,11290630,沥釜2悼,2,40,2,0.88884616
