,date,rd_link_cd,signgu_cd,signgu_nm,adstrd_cd,adstrd_nm,dayweek_cd,agrde_cd,tmzon_cd,flpop_co
8984677,201612,28052,11290,己合备,11290640,沥釜3悼,2,50,2,3.49
8984684,201612,28052,11290,己合备,11290640,沥釜3悼,2,60,2,1.45375
8985181,201612,28058,11290,己合备,11290640,沥釜3悼,1,0,2,1.767
8985209,201612,28058,11290,己合备,11290640,沥釜3悼,1,40,2,0.513
8985216,201612,28058,11290,己合备,11290640,沥釜3悼,1,50,2,0.684
8985223,201612,28058,11290,己合备,11290640,沥釜3悼,1,60,2,0.57
8985230,201612,28058,11290,己合备,11290640,沥釜3悼,2,0,2,0.14
8985272,201612,28058,11290,己合备,11290640,沥釜3悼,2,60,2,0.14
8985279,201612,28059,11290,己合备,11290640,沥釜3悼,1,0,2,2.351
8985307,201612,28059,11290,己合备,11290640,沥釜3悼,1,40,2,0.683
8985314,201612,28059,11290,己合备,11290640,沥釜3悼,1,50,2,0.909
8985321,201612,28059,11290,己合备,11290640,沥釜3悼,1,60,2,0.759
8985328,201612,28059,11290,己合备,11290640,沥釜3悼,2,0,2,0.1875
8985370,201612,28059,11290,己合备,11290640,沥釜3悼,2,60,2,0.1875
8986161,201612,28070,11290,己合备,11290640,沥釜3悼,1,0,2,2.351
8986189,201612,28070,11290,己合备,11290640,沥釜3悼,1,40,2,0.683
8986196,201612,28070,11290,己合备,11290640,沥釜3悼,1,50,2,0.909
8986203,201612,28070,11290,己合备,11290640,沥釜3悼,1,60,2,0.759
8986210,201612,28070,11290,己合备,11290640,沥釜3悼,2,0,2,0.1875
8986252,201612,28070,11290,己合备,11290640,沥釜3悼,2,60,2,0.1875
8987239,201612,28081,11290,己合备,11290640,沥釜3悼,1,0,2,5.2356668
8987246,201612,28081,11290,己合备,11290640,沥釜3悼,1,10,2,0.19733334
8987260,201612,28081,11290,己合备,11290640,沥釜3悼,1,30,2,0.98833334
8987267,201612,28081,11290,己合备,11290640,沥釜3悼,1,40,2,1.7773334
8987274,201612,28081,11290,己合备,11290640,沥釜3悼,1,50,2,1.5803334
8987281,201612,28081,11290,己合备,11290640,沥釜3悼,1,60,2,0.69233334
8987288,201612,28081,11290,己合备,11290640,沥釜3悼,2,0,2,1.6975
8987309,201612,28081,11290,己合备,11290640,沥釜3悼,2,30,2,0.365
8987316,201612,28081,11290,己合备,11290640,沥釜3悼,2,40,2,0.605
8987323,201612,28081,11290,己合备,11290640,沥釜3悼,2,50,2,0.485
8987330,201612,28081,11290,己合备,11290640,沥釜3悼,2,60,2,0.2425
8987337,201612,28082,11290,己合备,11290640,沥釜3悼,1,0,2,5.582667
8987344,201612,28082,11290,己合备,11290640,沥釜3悼,1,10,2,0.168
8987358,201612,28082,11290,己合备,11290640,沥釜3悼,1,30,2,1.0136666
8987365,201612,28082,11290,己合备,11290640,沥釜3悼,1,40,2,2.0306666
8987372,201612,28082,11290,己合备,11290640,沥釜3悼,1,50,2,1.6653334
8987379,201612,28082,11290,己合备,11290640,沥釜3悼,1,60,2,0.705
8987386,201612,28082,11290,己合备,11290640,沥釜3悼,2,0,2,1.7325
8987407,201612,28082,11290,己合备,11290640,沥釜3悼,2,30,2,0.3825
8987414,201612,28082,11290,己合备,11290640,沥釜3悼,2,40,2,0.5875
8987421,201612,28082,11290,己合备,11290640,沥釜3悼,2,50,2,0.485
8987428,201612,28082,11290,己合备,11290640,沥釜3悼,2,60,2,0.2775
8988121,201612,28092,11290,己合备,11290640,沥釜3悼,1,0,2,7.0385
8988128,201612,28092,11290,己合备,11290640,沥釜3悼,1,10,2,0.5675
8988135,201612,28092,11290,己合备,11290640,沥釜3悼,1,20,2,0.8515
8988142,201612,28092,11290,己合备,11290640,沥釜3悼,1,30,2,1.07825
8988149,201612,28092,11290,己合备,11290640,沥釜3悼,1,40,2,1.5895
8988156,201612,28092,11290,己合备,11290640,沥釜3悼,1,50,2,1.5515
8988163,201612,28092,11290,己合备,11290640,沥釜3悼,1,60,2,1.40025
8988170,201612,28092,11290,己合备,11290640,沥釜3悼,2,0,2,4.215
8988177,201612,28092,11290,己合备,11290640,沥釜3悼,2,10,2,0.14
8988184,201612,28092,11290,己合备,11290640,沥釜3悼,2,20,2,0.65625
8988191,201612,28092,11290,己合备,11290640,沥釜3悼,2,30,2,0.655625
8988198,201612,28092,11290,己合备,11290640,沥釜3悼,2,40,2,0.889375
8988205,201612,28092,11290,己合备,11290640,沥釜3悼,2,50,2,1.030625
8988212,201612,28092,11290,己合备,11290640,沥釜3悼,2,60,2,0.843125
8988219,201612,28093,11290,己合备,11290640,沥釜3悼,1,0,2,10.36725
8988226,201612,28093,11290,己合备,11290640,沥釜3悼,1,10,2,0.409
8988233,201612,28093,11290,己合备,11290640,沥釜3悼,1,20,2,0.147
8988240,201612,28093,11290,己合备,11290640,沥釜3悼,1,30,2,2.345
8988247,201612,28093,11290,己合备,11290640,沥釜3悼,1,40,2,3.37725
8988254,201612,28093,11290,己合备,11290640,沥釜3悼,1,50,2,2.731
8988261,201612,28093,11290,己合备,11290640,沥釜3悼,1,60,2,1.358
8988268,201612,28093,11290,己合备,11290640,沥釜3悼,2,0,2,3.7625
8988282,201612,28093,11290,己合备,11290640,沥釜3悼,2,20,2,0.05625
8988289,201612,28093,11290,己合备,11290640,沥釜3悼,2,30,2,0.8375
8988296,201612,28093,11290,己合备,11290640,沥釜3悼,2,40,2,1.28125
8988303,201612,28093,11290,己合备,11290640,沥釜3悼,2,50,2,1.141875
8988310,201612,28093,11290,己合备,11290640,沥釜3悼,2,60,2,0.445625
8988317,201612,28094,11290,己合备,11290640,沥釜3悼,1,0,2,12.183666
8988324,201612,28094,11290,己合备,11290640,沥釜3悼,1,10,2,0.35966668
8988331,201612,28094,11290,己合备,11290640,沥釜3悼,1,20,2,0.51766664
8988338,201612,28094,11290,己合备,11290640,沥釜3悼,1,30,2,2.549
8988345,201612,28094,11290,己合备,11290640,沥釜3悼,1,40,2,3.543
8988352,201612,28094,11290,己合备,11290640,沥釜3悼,1,50,2,3.1056666
8988359,201612,28094,11290,己合备,11290640,沥釜3悼,1,60,2,2.1086667
8988366,201612,28094,11290,己合备,11290640,沥釜3悼,2,0,2,5.8616667
8988380,201612,28094,11290,己合备,11290640,沥釜3悼,2,20,2,0.19666667
8988387,201612,28094,11290,己合备,11290640,沥釜3悼,2,30,2,1.175
8988394,201612,28094,11290,己合备,11290640,沥釜3悼,2,40,2,1.6583333
8988401,201612,28094,11290,己合备,11290640,沥釜3悼,2,50,2,1.8533334
8988408,201612,28094,11290,己合备,11290640,沥釜3悼,2,60,2,0.97833335
8989591,201612,28105,11290,己合备,11290640,沥釜3悼,1,0,2,24.116
8989598,201612,28105,11290,己合备,11290640,沥釜3悼,1,10,2,0.675
8989605,201612,28105,11290,己合备,11290640,沥釜3悼,1,20,2,1.2023333
8989612,201612,28105,11290,己合备,11290640,沥釜3悼,1,30,2,5.052
8989619,201612,28105,11290,己合备,11290640,沥釜3悼,1,40,2,6.8486667
8989626,201612,28105,11290,己合备,11290640,沥釜3悼,1,50,2,6.0286665
8989633,201612,28105,11290,己合备,11290640,沥釜3悼,1,60,2,4.3093333
8989640,201612,28105,11290,己合备,11290640,沥釜3悼,2,0,2,12.49
8989654,201612,28105,11290,己合备,11290640,沥釜3悼,2,20,2,0.46166667
8989661,201612,28105,11290,己合备,11290640,沥釜3悼,2,30,2,2.475
8989668,201612,28105,11290,己合备,11290640,沥釜3悼,2,40,2,3.5383334
8989675,201612,28105,11290,己合备,11290640,沥釜3悼,2,50,2,3.9025
8989682,201612,28105,11290,己合备,11290640,沥釜3悼,2,60,2,2.1125
8990767,201612,28116,11290,己合备,11290630,沥釜2悼,1,0,2,0.87075
8990788,201612,28116,11290,己合备,11290630,沥釜2悼,1,30,2,0.14875
8990795,201612,28116,11290,己合备,11290630,沥釜2悼,1,40,2,0.3885
8990802,201612,28116,11290,己合备,11290630,沥釜2悼,1,50,2,0.241
8990809,201612,28116,11290,己合备,11290630,沥釜2悼,1,60,2,0.0925
8990816,201612,28116,11290,己合备,11290630,沥釜2悼,2,0,2,0.27375
8990837,201612,28116,11290,己合备,11290630,沥釜2悼,2,30,2,0.045625
8990844,201612,28116,11290,己合备,11290630,沥釜2悼,2,40,2,0.09125
8990851,201612,28116,11290,己合备,11290630,沥釜2悼,2,50,2,0.09125
8990858,201612,28116,11290,己合备,11290630,沥釜2悼,2,60,2,0.045625
8992531,201612,28133,11290,己合备,11290640,沥釜3悼,1,0,2,22.9015
8992538,201612,28133,11290,己合备,11290640,沥釜3悼,1,10,2,0.867
8992545,201612,28133,11290,己合备,11290640,沥釜3悼,1,20,2,3.8376667
8992552,201612,28133,11290,己合备,11290640,沥釜3悼,1,30,2,4.7043333
8992559,201612,28133,11290,己合备,11290640,沥釜3悼,1,40,2,6.1893334
8992566,201612,28133,11290,己合备,11290640,沥釜3悼,1,50,2,4.951667
8992573,201612,28133,11290,己合备,11290640,沥釜3悼,1,60,2,2.3515
8992580,201612,28133,11290,己合备,11290640,沥釜3悼,2,0,2,9.454166
8992594,201612,28133,11290,己合备,11290640,沥釜3悼,2,20,2,0.61
8992601,201612,28133,11290,己合备,11290640,沥釜3悼,2,30,2,1.83
8992608,201612,28133,11290,己合备,11290640,沥釜3悼,2,40,2,2.745
8992615,201612,28133,11290,己合备,11290640,沥釜3悼,2,50,2,3.3545833
8992622,201612,28133,11290,己合备,11290640,沥釜3悼,2,60,2,0.9145833
8992923,201612,28138,11290,己合备,11290640,沥釜3悼,1,0,2,5.8765
8992930,201612,28138,11290,己合备,11290640,沥釜3悼,1,10,2,0.223
8992937,201612,28138,11290,己合备,11290640,沥釜3悼,1,20,2,0.985
8992944,201612,28138,11290,己合备,11290640,沥釜3悼,1,30,2,1.207
8992951,201612,28138,11290,己合备,11290640,沥釜3悼,1,40,2,1.588
8992958,201612,28138,11290,己合备,11290640,沥釜3悼,1,50,2,1.27
8992965,201612,28138,11290,己合备,11290640,沥釜3悼,1,60,2,0.6035
8992972,201612,28138,11290,己合备,11290640,沥釜3悼,2,0,2,2.41625
8992986,201612,28138,11290,己合备,11290640,沥釜3悼,2,20,2,0.15625
8992993,201612,28138,11290,己合备,11290640,沥釜3悼,2,30,2,0.46875
8993000,201612,28138,11290,己合备,11290640,沥釜3悼,2,40,2,0.70125
8993007,201612,28138,11290,己合备,11290640,沥釜3悼,2,50,2,0.85625
8993014,201612,28138,11290,己合备,11290640,沥釜3悼,2,60,2,0.23375
8993903,201612,28148,11290,己合备,11290640,沥釜3悼,1,0,2,17.1274
8993910,201612,28148,11290,己合备,11290640,沥釜3悼,1,10,2,1.5303
8993917,201612,28148,11290,己合备,11290640,沥釜3悼,1,20,2,2.0925
8993924,201612,28148,11290,己合备,11290640,沥釜3悼,1,30,2,3.1588
8993931,201612,28148,11290,己合备,11290640,沥釜3悼,1,40,2,4.5453
8993938,201612,28148,11290,己合备,11290640,沥釜3悼,1,50,2,3.645
8993945,201612,28148,11290,己合备,11290640,沥釜3悼,1,60,2,2.1555
8993952,201612,28148,11290,己合备,11290640,沥釜3悼,2,0,2,7.35425
8993959,201612,28148,11290,己合备,11290640,沥釜3悼,2,10,2,0.09975
8993966,201612,28148,11290,己合备,11290640,沥釜3悼,2,20,2,1.18075
8993973,201612,28148,11290,己合备,11290640,沥釜3悼,2,30,2,1.3995
8993980,201612,28148,11290,己合备,11290640,沥釜3悼,2,40,2,1.81225
8993987,201612,28148,11290,己合备,11290640,沥釜3悼,2,50,2,1.834
8993994,201612,28148,11290,己合备,11290640,沥釜3悼,2,60,2,1.028
8994001,201612,28149,11290,己合备,11290640,沥釜3悼,1,0,2,13.4615
8994008,201612,28149,11290,己合备,11290640,沥釜3悼,1,10,2,0.33625
8994015,201612,28149,11290,己合备,11290640,沥釜3悼,1,20,2,0.875
8994022,201612,28149,11290,己合备,11290640,沥釜3悼,1,30,2,2.82775
8994029,201612,28149,11290,己合备,11290640,沥釜3悼,1,40,2,3.63475
8994036,201612,28149,11290,己合备,11290640,沥釜3悼,1,50,2,3.22975
8994043,201612,28149,11290,己合备,11290640,沥釜3悼,1,60,2,2.558
8994050,201612,28149,11290,己合备,11290640,沥釜3悼,2,0,2,7.655
8994064,201612,28149,11290,己合备,11290640,沥釜3悼,2,20,2,0.335
8994071,201612,28149,11290,己合备,11290640,沥釜3悼,2,30,2,1.498125
8994078,201612,28149,11290,己合备,11290640,沥釜3悼,2,40,2,2.1625
8994085,201612,28149,11290,己合备,11290640,沥釜3悼,2,50,2,2.32875
8994092,201612,28149,11290,己合备,11290640,沥釜3悼,2,60,2,1.330625
8994197,201612,28150,11290,己合备,11290640,沥釜3悼,1,0,2,11.9
8994204,201612,28150,11290,己合备,11290640,沥釜3悼,1,10,2,0.2975
8994211,201612,28150,11290,己合备,11290640,沥釜3悼,1,20,2,0.7735
8994218,201612,28150,11290,己合备,11290640,沥釜3悼,1,30,2,2.499
8994225,201612,28150,11290,己合备,11290640,沥釜3悼,1,40,2,3.213
8994232,201612,28150,11290,己合备,11290640,沥釜3悼,1,50,2,2.856
8994239,201612,28150,11290,己合备,11290640,沥釜3悼,1,60,2,2.261
8994246,201612,28150,11290,己合备,11290640,沥釜3悼,2,0,2,6.82
8994260,201612,28150,11290,己合备,11290640,沥釜3悼,2,20,2,0.295
8994267,201612,28150,11290,己合备,11290640,沥釜3悼,2,30,2,1.3325
8994274,201612,28150,11290,己合备,11290640,沥釜3悼,2,40,2,1.93
8994281,201612,28150,11290,己合备,11290640,沥釜3悼,2,50,2,2.0775
8994288,201612,28150,11290,己合备,11290640,沥釜3悼,2,60,2,1.185
8996059,201612,28170,11290,己合备,11290640,沥釜3悼,1,0,2,16.881
8996066,201612,28170,11290,己合备,11290640,沥釜3悼,1,10,2,0.7413333
8996073,201612,28170,11290,己合备,11290640,沥釜3悼,1,20,2,1.9076667
8996080,201612,28170,11290,己合备,11290640,沥釜3悼,1,30,2,3.198
8996087,201612,28170,11290,己合备,11290640,沥釜3悼,1,40,2,4.6586666
8996094,201612,28170,11290,己合备,11290640,沥釜3悼,1,50,2,4.087333
8996101,201612,28170,11290,己合备,11290640,沥釜3悼,1,60,2,2.288
8996108,201612,28170,11290,己合备,11290640,沥釜3悼,2,0,2,6.8591666
8996122,201612,28170,11290,己合备,11290640,沥釜3悼,2,20,2,0.62416667
8996129,201612,28170,11290,己合备,11290640,沥釜3悼,2,30,2,1.0941666
8996136,201612,28170,11290,己合备,11290640,沥釜3悼,2,40,2,2.0233333
8996143,201612,28170,11290,己合备,11290640,沥釜3悼,2,50,2,2.18
8996150,201612,28170,11290,己合备,11290640,沥釜3悼,2,60,2,0.9375
8996157,201612,28171,11290,己合备,11290640,沥釜3悼,1,0,2,13.105
8996164,201612,28171,11290,己合备,11290640,沥釜3悼,1,10,2,0.621
8996171,201612,28171,11290,己合备,11290640,沥釜3悼,1,20,2,1.235
8996178,201612,28171,11290,己合备,11290640,沥釜3悼,1,30,2,2.5766666
8996185,201612,28171,11290,己合备,11290640,沥釜3悼,1,40,2,3.6823332
8996192,201612,28171,11290,己合备,11290640,沥釜3悼,1,50,2,3.204
8996199,201612,28171,11290,己合备,11290640,沥釜3悼,1,60,2,1.786
8996206,201612,28171,11290,己合备,11290640,沥釜3悼,2,0,2,5.5858335
8996220,201612,28171,11290,己合备,11290640,沥釜3悼,2,20,2,0.5175
8996227,201612,28171,11290,己合备,11290640,沥釜3悼,2,30,2,0.9716667
8996234,201612,28171,11290,己合备,11290640,沥釜3悼,2,40,2,1.6416667
8996241,201612,28171,11290,己合备,11290640,沥釜3悼,2,50,2,1.6933334
8996248,201612,28171,11290,己合备,11290640,沥釜3悼,2,60,2,0.76166666
8997529,201612,28186,11290,己合备,11290640,沥釜3悼,1,0,2,24.274
8997536,201612,28186,11290,己合备,11290640,沥釜3悼,1,10,2,0.715
8997543,201612,28186,11290,己合备,11290640,沥釜3悼,1,20,2,1.03
8997550,201612,28186,11290,己合备,11290640,沥釜3悼,1,30,2,5.079
8997557,201612,28186,11290,己合备,11290640,沥釜3悼,1,40,2,7.06
8997564,201612,28186,11290,己合备,11290640,沥釜3悼,1,50,2,6.187
8997571,201612,28186,11290,己合备,11290640,沥釜3悼,1,60,2,4.203
8997578,201612,28186,11290,己合备,11290640,沥釜3悼,2,0,2,11.8925
8997592,201612,28186,11290,己合备,11290640,沥釜3悼,2,20,2,0.395
8997599,201612,28186,11290,己合备,11290640,沥釜3悼,2,30,2,2.375
8997606,201612,28186,11290,己合备,11290640,沥釜3悼,2,40,2,3.3725
8997613,201612,28186,11290,己合备,11290640,沥釜3悼,2,50,2,3.77
8997620,201612,28186,11290,己合备,11290640,沥釜3悼,2,60,2,1.98
8997921,201612,28191,11290,己合备,11290640,沥釜3悼,1,0,2,36.414
8997928,201612,28191,11290,己合备,11290640,沥釜3悼,1,10,2,1.071
8997935,201612,28191,11290,己合备,11290640,沥釜3悼,1,20,2,1.547
8997942,201612,28191,11290,己合备,11290640,沥釜3悼,1,30,2,7.616
8997949,201612,28191,11290,己合备,11290640,沥釜3悼,1,40,2,10.591
8997956,201612,28191,11290,己合备,11290640,沥釜3悼,1,50,2,9.282
8997963,201612,28191,11290,己合备,11290640,沥釜3悼,1,60,2,6.307
8997970,201612,28191,11290,己合备,11290640,沥釜3悼,2,0,2,17.8425
8997984,201612,28191,11290,己合备,11290640,沥釜3悼,2,20,2,0.595
8997991,201612,28191,11290,己合备,11290640,沥釜3悼,2,30,2,3.5625
8997998,201612,28191,11290,己合备,11290640,沥釜3悼,2,40,2,5.06
8998005,201612,28191,11290,己合备,11290640,沥釜3悼,2,50,2,5.655
8998012,201612,28191,11290,己合备,11290640,沥釜3悼,2,60,2,2.97
8999097,201612,28203,11290,己合备,11290630,沥釜2悼,1,0,2,0.549
8999118,201612,28203,11290,己合备,11290630,沥釜2悼,1,30,2,0.105
8999125,201612,28203,11290,己合备,11290630,沥釜2悼,1,40,2,0.212
8999132,201612,28203,11290,己合备,11290630,沥釜2悼,1,50,2,0.148
8999139,201612,28203,11290,己合备,11290630,沥釜2悼,1,60,2,0.084
8999146,201612,28203,11290,己合备,11290630,沥釜2悼,2,0,2,0.0525
8999181,201612,28203,11290,己合备,11290630,沥釜2悼,2,50,2,0.0525
9000175,201612,28214,11290,己合备,11290640,沥釜3悼,1,0,2,0.152
9000203,201612,28214,11290,己合备,11290640,沥釜3悼,1,40,2,0.152
9000273,201612,28215,11290,己合备,11290640,沥釜3悼,1,0,2,0.019
9000301,201612,28215,11290,己合备,11290640,沥釜3悼,1,40,2,0.019
9000371,201612,28216,11290,己合备,11290640,沥釜3悼,1,0,2,35.7
9000378,201612,28216,11290,己合备,11290640,沥釜3悼,1,10,2,0.8925
9000385,201612,28216,11290,己合备,11290640,沥釜3悼,1,20,2,2.3205
9000392,201612,28216,11290,己合备,11290640,沥釜3悼,1,30,2,7.497
9000399,201612,28216,11290,己合备,11290640,沥釜3悼,1,40,2,9.639
9000406,201612,28216,11290,己合备,11290640,沥釜3悼,1,50,2,8.568
9000413,201612,28216,11290,己合备,11290640,沥釜3悼,1,60,2,6.783
9000420,201612,28216,11290,己合备,11290640,沥釜3悼,2,0,2,20.46
9000434,201612,28216,11290,己合备,11290640,沥釜3悼,2,20,2,0.885
9000441,201612,28216,11290,己合备,11290640,沥釜3悼,2,30,2,3.9975
9000448,201612,28216,11290,己合备,11290640,沥釜3悼,2,40,2,5.79
9000455,201612,28216,11290,己合备,11290640,沥釜3悼,2,50,2,6.2325
9000462,201612,28216,11290,己合备,11290640,沥釜3悼,2,60,2,3.555
9000469,201612,28217,11290,己合备,11290640,沥釜3悼,1,0,2,39.27
9000476,201612,28217,11290,己合备,11290640,沥釜3悼,1,10,2,0.952
9000483,201612,28217,11290,己合备,11290640,沥釜3悼,1,20,2,2.3205
9000490,201612,28217,11290,己合备,11290640,沥釜3悼,1,30,2,8.092
9000497,201612,28217,11290,己合备,11290640,沥釜3悼,1,40,2,11.1265
9000504,201612,28217,11290,己合备,11290640,沥釜3悼,1,50,2,9.639
9000511,201612,28217,11290,己合备,11290640,沥釜3悼,1,60,2,7.14
9000518,201612,28217,11290,己合备,11290640,沥釜3悼,2,0,2,21.345
9000532,201612,28217,11290,己合备,11290640,沥釜3悼,2,20,2,0.885
9000539,201612,28217,11290,己合备,11290640,沥釜3悼,2,30,2,4.145
9000546,201612,28217,11290,己合备,11290640,沥釜3悼,2,40,2,6.085
9000553,201612,28217,11290,己合备,11290640,沥釜3悼,2,50,2,6.5275
9000560,201612,28217,11290,己合备,11290640,沥釜3悼,2,60,2,3.7025
9003409,201612,28248,11290,己合备,11290640,沥釜3悼,1,0,2,27.983
9003416,201612,28248,11290,己合备,11290640,沥釜3悼,1,10,2,1.8355
9003423,201612,28248,11290,己合备,11290640,沥釜3悼,1,20,2,4.00225
9003430,201612,28248,11290,己合备,11290640,沥釜3悼,1,30,2,4.89025
9003437,201612,28248,11290,己合备,11290640,沥釜3悼,1,40,2,6.61175
9003444,201612,28248,11290,己合备,11290640,沥釜3悼,1,50,2,6.16775
9003451,201612,28248,11290,己合备,11290640,沥釜3悼,1,60,2,4.4755
9003458,201612,28248,11290,己合备,11290640,沥釜3悼,2,0,2,13.24625
9003465,201612,28248,11290,己合备,11290640,沥釜3悼,2,10,2,0.140625
9003472,201612,28248,11290,己合备,11290640,沥釜3悼,2,20,2,1.919375
9003479,201612,28248,11290,己合备,11290640,沥釜3悼,2,30,2,2.033125
9003486,201612,28248,11290,己合备,11290640,沥釜3悼,2,40,2,3.32375
9003493,201612,28248,11290,己合备,11290640,沥釜3悼,2,50,2,3.7925
9003500,201612,28248,11290,己合备,11290640,沥釜3悼,2,60,2,2.036875
9003507,201612,28249,11290,己合备,11290640,沥釜3悼,1,0,2,36.1215
9003514,201612,28249,11290,己合备,11290640,沥釜3悼,1,10,2,2.55925
9003521,201612,28249,11290,己合备,11290640,沥釜3悼,1,20,2,4.98075
9003528,201612,28249,11290,己合备,11290640,沥釜3悼,1,30,2,6.3515
9003535,201612,28249,11290,己合备,11290640,沥釜3悼,1,40,2,8.68825
9003542,201612,28249,11290,己合备,11290640,沥釜3悼,1,50,2,7.96975
9003549,201612,28249,11290,己合备,11290640,沥釜3悼,1,60,2,5.572
9003556,201612,28249,11290,己合备,11290640,沥釜3悼,2,0,2,16.8575
9003563,201612,28249,11290,己合备,11290640,沥釜3悼,2,10,2,0.246875
9003570,201612,28249,11290,己合备,11290640,沥釜3悼,2,20,2,2.344375
9003577,201612,28249,11290,己合备,11290640,沥釜3悼,2,30,2,2.633125
9003584,201612,28249,11290,己合备,11290640,沥釜3悼,2,40,2,4.299375
9003591,201612,28249,11290,己合备,11290640,沥釜3悼,2,50,2,4.7575
9003598,201612,28249,11290,己合备,11290640,沥釜3悼,2,60,2,2.57625
9004291,201612,28256,11290,己合备,11290640,沥釜3悼,1,0,2,29.1025
9004298,201612,28256,11290,己合备,11290640,沥釜3悼,1,10,2,0.8335
9004305,201612,28256,11290,己合备,11290640,沥釜3悼,1,20,2,1.162
9004312,201612,28256,11290,己合备,11290640,沥釜3悼,1,30,2,6.01
9004319,201612,28256,11290,己合备,11290640,沥釜3悼,1,40,2,8.6885
9004326,201612,28256,11290,己合备,11290640,沥釜3悼,1,50,2,7.4985
9004333,201612,28256,11290,己合备,11290640,沥釜3悼,1,60,2,4.91
9004340,201612,28256,11290,己合备,11290640,沥釜3悼,2,0,2,13.82625
9004354,201612,28256,11290,己合备,11290640,沥釜3悼,2,20,2,0.445
9004361,201612,28256,11290,己合备,11290640,沥釜3悼,2,30,2,2.74625
9004368,201612,28256,11290,己合备,11290640,沥釜3悼,2,40,2,3.9425
9004375,201612,28256,11290,己合备,11290640,沥釜3悼,2,50,2,4.39
9004382,201612,28256,11290,己合备,11290640,沥釜3悼,2,60,2,2.3025
9005467,201612,28268,11290,己合备,11290630,沥釜2悼,1,0,2,0.75675
9005488,201612,28268,11290,己合备,11290630,沥釜2悼,1,30,2,0.145
9005495,201612,28268,11290,己合备,11290630,沥釜2悼,1,40,2,0.29175
9005502,201612,28268,11290,己合备,11290630,沥釜2悼,1,50,2,0.204
9005509,201612,28268,11290,己合备,11290630,沥釜2悼,1,60,2,0.116
9005516,201612,28268,11290,己合备,11290630,沥釜2悼,2,0,2,0.071875
9005551,201612,28268,11290,己合备,11290630,沥釜2悼,2,50,2,0.071875
9007819,201612,28294,11290,己合备,11290630,沥釜2悼,1,0,2,5.909
9007826,201612,28294,11290,己合备,11290630,沥釜2悼,1,10,2,0.57233334
9007833,201612,28294,11290,己合备,11290630,沥釜2悼,1,20,2,0.86833334
9007840,201612,28294,11290,己合备,11290630,沥釜2悼,1,30,2,0.97466666
9007847,201612,28294,11290,己合备,11290630,沥釜2悼,1,40,2,1.249
9007854,201612,28294,11290,己合备,11290630,沥釜2悼,1,50,2,1.228
9007861,201612,28294,11290,己合备,11290630,沥釜2悼,1,60,2,1.0166667
9007868,201612,28294,11290,己合备,11290630,沥釜2悼,2,0,2,3.3691666
9007875,201612,28294,11290,己合备,11290630,沥釜2悼,2,10,2,0.0525
9007882,201612,28294,11290,己合备,11290630,沥釜2悼,2,20,2,0.62166667
9007889,201612,28294,11290,己合备,11290630,沥釜2悼,2,30,2,0.5708333
9007896,201612,28294,11290,己合备,11290630,沥釜2悼,2,40,2,0.8283333
9007903,201612,28294,11290,己合备,11290630,沥釜2悼,2,50,2,0.8283333
9007910,201612,28294,11290,己合备,11290630,沥釜2悼,2,60,2,0.4675
9008309,201612,28299,11290,己合备,11290640,沥釜3悼,1,0,2,23.954666
9008316,201612,28299,11290,己合备,11290640,沥釜3悼,1,10,2,2.1376667
9008323,201612,28299,11290,己合备,11290640,沥釜3悼,1,20,2,3.0083334
9008330,201612,28299,11290,己合备,11290640,沥釜3悼,1,30,2,3.5763333
9008337,201612,28299,11290,己合备,11290640,沥釜3悼,1,40,2,5.298
9008344,201612,28299,11290,己合备,11290640,沥釜3悼,1,50,2,5.304
9008351,201612,28299,11290,己合备,11290640,沥釜3悼,1,60,2,4.6303334
9008358,201612,28299,11290,己合备,11290640,沥釜3悼,2,0,2,13.488334
9008365,201612,28299,11290,己合备,11290640,沥釜3悼,2,10,2,0.4675
9008372,201612,28299,11290,己合备,11290640,沥釜3悼,2,20,2,2.1866667
9008379,201612,28299,11290,己合备,11290640,沥釜3悼,2,30,2,2.0916667
9008386,201612,28299,11290,己合备,11290640,沥釜3悼,2,40,2,2.8725
9008393,201612,28299,11290,己合备,11290640,沥釜3悼,2,50,2,3.2483332
9008400,201612,28299,11290,己合备,11290640,沥釜3悼,2,60,2,2.6216667
9011347,201612,28332,11290,己合备,11290640,沥釜3悼,1,0,2,18.444
9011354,201612,28332,11290,己合备,11290640,沥釜3悼,1,10,2,0.5955
9011361,201612,28332,11290,己合备,11290640,沥釜3悼,1,20,2,0.515
9011368,201612,28332,11290,己合备,11290640,沥釜3悼,1,30,2,3.8485
9011375,201612,28332,11290,己合备,11290640,沥釜3悼,1,40,2,5.6125
9011382,201612,28332,11290,己合备,11290640,沥釜3悼,1,50,2,4.8785
9011389,201612,28332,11290,己合备,11290640,沥釜3悼,1,60,2,2.994
9011396,201612,28332,11290,己合备,11290640,沥釜3悼,2,0,2,8.0275
9011410,201612,28332,11290,己合备,11290640,沥釜3悼,2,20,2,0.1975
9011417,201612,28332,11290,己合备,11290640,沥釜3悼,2,30,2,1.6325
9011424,201612,28332,11290,己合备,11290640,沥釜3悼,2,40,2,2.28125
9011431,201612,28332,11290,己合备,11290640,沥釜3悼,2,50,2,2.63
9011438,201612,28332,11290,己合备,11290640,沥釜3悼,2,60,2,1.28625
9013895,201612,28360,11290,己合备,11290640,沥釜3悼,1,0,2,41.263
